RFID GATES,PAPER GATES,RFID EMPLOYEES,PAPER EMPLOYEES,person,traffic status,gate_type,wait time
2,2,1,2,id_2633,avg,RFID,10.64
2,2,1,2,id_2634,avg,RFID,13.83
2,2,1,2,id_2635,avg,RFID,9.69
2,2,1,2,id_2636,avg,RFID,7.71
2,2,1,2,id_2637,avg,paper,14.51
2,2,1,2,id_2638,avg,paper,14.87
2,2,1,2,id_2639,avg,RFID,10.12
2,2,1,2,id_264,avg,RFID,11.87
2,2,1,2,id_2640,avg,RFID,11.84
2,2,1,2,id_2641,avg,RFID,5.55
2,2,1,2,id_2642,avg,RFID,8.74
2,2,1,2,id_2643,avg,RFID,8.76
2,2,1,2,id_2644,avg,RFID,11.69
2,2,1,2,id_2645,avg,paper,14.46
2,2,1,2,id_2646,avg,RFID,6.14
2,2,1,2,id_2647,avg,RFID,11.6
2,2,1,2,id_2648,avg,RFID,11.32
2,2,1,2,id_2649,avg,RFID,9.69
2,2,1,2,id_265,avg,RFID,8.05
2,2,1,2,id_2650,avg,paper,11.68
2,2,1,2,id_2651,avg,RFID,9.98
2,2,1,2,id_2652,avg,RFID,8.33
2,2,1,2,id_2653,avg,RFID,7.67
2,2,1,2,id_2654,avg,paper,13.92
2,2,1,2,id_2655,avg,RFID,9.88
2,2,1,2,id_2656,avg,paper,14.98
2,2,1,2,id_2657,avg,RFID,6.53
2,2,1,2,id_2658,avg,RFID,10.04
2,2,1,2,id_2659,avg,RFID,10.46
2,2,1,2,id_266,avg,RFID,10.88
2,2,1,2,id_2660,avg,paper,15.8
2,2,1,2,id_2661,avg,paper,16.93
2,2,1,2,id_2662,avg,RFID,6.05
2,2,1,2,id_2663,avg,paper,14.45
2,2,1,2,id_2664,avg,paper,20.78
2,2,1,2,id_2665,avg,RFID,10.66
2,2,1,2,id_2666,avg,RFID,10.34
2,2,1,2,id_2667,avg,RFID,6.45
2,2,1,2,id_2668,avg,RFID,8.25
2,2,1,2,id_2669,avg,RFID,5.9
2,2,1,2,id_267,avg,paper,12.63
2,2,1,2,id_2670,avg,RFID,5.39
2,2,1,2,id_2671,avg,RFID,5.43
2,2,1,2,id_2672,avg,RFID,11.7
2,2,1,2,id_2673,avg,paper,16.42
2,2,1,2,id_2674,avg,paper,13.74
2,2,1,2,id_2675,avg,RFID,7.64
2,2,1,2,id_2676,avg,RFID,5.25
2,2,1,2,id_2677,avg,RFID,7.47
2,2,1,2,id_2678,avg,RFID,6.53
2,2,1,2,id_2679,avg,RFID,9.34
2,2,1,2,id_268,avg,RFID,9.38
2,2,1,2,id_2680,avg,paper,12.75
2,2,1,2,id_2681,avg,RFID,6.98
2,2,1,2,id_2682,avg,RFID,5.54
2,2,1,2,id_2683,avg,RFID,5.8
2,2,1,2,id_2684,avg,RFID,9.77
2,2,1,2,id_2685,avg,RFID,7.07
2,2,1,2,id_2686,avg,RFID,8.27
2,2,1,2,id_2687,avg,RFID,7.97
2,2,1,2,id_2688,avg,RFID,11.83
2,2,1,2,id_2689,avg,RFID,6.58
2,2,1,2,id_269,avg,paper,12.92
2,2,1,2,id_2690,avg,RFID,10.63
2,2,1,2,id_2691,avg,RFID,7.13
2,2,1,2,id_2692,avg,RFID,8.72
2,2,1,2,id_2693,avg,RFID,6.99
2,2,1,2,id_2694,avg,paper,16.72
2,2,1,2,id_2695,avg,RFID,11.81
2,2,1,2,id_2696,avg,paper,14.2
2,2,1,2,id_2697,avg,RFID,10.73
2,2,1,2,id_2698,avg,paper,16.08
2,2,1,2,id_2699,avg,paper,16.29
2,2,1,2,id_27,low,RFID,5.74
2,2,1,2,id_270,avg,RFID,11.26
2,2,1,2,id_2700,avg,RFID,9.4
2,2,1,2,id_2701,avg,paper,14.47
2,2,1,2,id_2702,avg,paper,14.62
2,2,1,2,id_2703,avg,paper,20.09
2,2,1,2,id_2704,avg,paper,15.51
2,2,1,2,id_2705,avg,RFID,7.54
2,2,1,2,id_2706,avg,RFID,5.68
2,2,1,2,id_2707,avg,paper,11.22
2,2,1,2,id_2708,avg,RFID,11.61
2,2,1,2,id_2709,avg,RFID,14.020000000000001
2,2,1,2,id_271,avg,RFID,5.74
2,2,1,2,id_2710,avg,RFID,7.08
2,2,1,2,id_2711,avg,RFID,6.35
2,2,1,2,id_2712,avg,RFID,7.66
2,2,1,2,id_2713,avg,RFID,10.18
2,2,1,2,id_2714,avg,paper,15.74
2,2,1,2,id_2715,avg,RFID,8.35
2,2,1,2,id_2716,high,RFID,14.52
2,2,1,2,id_2717,high,paper,10.05
2,2,1,2,id_2718,high,RFID,7.07
2,2,1,2,id_2719,high,RFID,6.4799999999999995
2,2,1,2,id_272,avg,RFID,6.26
2,2,1,2,id_2720,high,RFID,6.49
2,2,1,2,id_2721,high,paper,14.24
2,2,1,2,id_2722,high,RFID,8.77
2,2,1,2,id_2723,high,RFID,11.36
2,2,1,2,id_2724,high,RFID,16.060000000000002
2,2,1,2,id_2725,high,paper,17.56
2,2,1,2,id_2726,high,RFID,9.049999999999999
2,2,1,2,id_2727,high,RFID,17.8
2,2,1,2,id_2728,high,paper,28.799999999999997
2,2,1,2,id_2729,high,paper,16.38
2,2,1,2,id_273,avg,paper,15.53
2,2,1,2,id_2730,high,RFID,10.23
2,2,1,2,id_2731,high,paper,23.159999999999997
2,2,1,2,id_2732,high,RFID,16.5
2,2,1,2,id_2733,high,RFID,14.99
2,2,1,2,id_2734,high,RFID,25.14
2,2,1,2,id_2735,high,RFID,55.99
2,2,1,2,id_2736,high,paper,21.59
2,2,1,2,id_2737,high,RFID,26.42
2,2,1,2,id_2738,high,RFID,57.08
2,2,1,2,id_2739,high,paper,20.36
2,2,1,2,id_274,avg,paper,10.93
2,2,1,2,id_2740,high,RFID,25.35
2,2,1,2,id_2741,high,RFID,55.67
2,2,1,2,id_2742,high,RFID,29.029999999999998
2,2,1,2,id_2743,high,paper,20.47
2,2,1,2,id_2744,high,paper,17.49
2,2,1,2,id_2745,high,RFID,47.93
2,2,1,2,id_2746,high,paper,23.72
2,2,1,2,id_2747,high,paper,29.33
2,2,1,2,id_2748,high,RFID,21.94
2,2,1,2,id_2749,high,paper,32.11
2,2,1,2,id_275,avg,paper,16.009999999999998
2,2,1,2,id_2750,high,RFID,24.69
2,2,1,2,id_2751,high,RFID,30.64
2,2,1,2,id_2752,high,RFID,42.919999999999995
2,2,1,2,id_2753,high,RFID,32.58
2,2,1,2,id_2754,high,RFID,38.54
2,2,1,2,id_2755,high,RFID,43.18
2,2,1,2,id_2756,high,RFID,43.669999999999995
2,2,1,2,id_2757,high,RFID,45.42
2,2,1,2,id_2758,high,RFID,47.03
2,2,1,2,id_2759,high,paper,15.56
2,2,1,2,id_276,avg,RFID,6.69
2,2,1,2,id_2760,high,paper,26.87
2,2,1,2,id_2761,high,RFID,45.870000000000005
2,2,1,2,id_2762,high,RFID,45.82000000000001
2,2,1,2,id_2763,high,paper,18.48
2,2,1,2,id_2764,high,RFID,53.55
2,2,1,2,id_2765,high,RFID,50.019999999999996
2,2,1,2,id_2766,high,RFID,55.06
2,2,1,2,id_2767,high,RFID,55.03
2,2,1,2,id_2768,high,RFID,55.04
2,2,1,2,id_2769,high,RFID,61.65
2,2,1,2,id_277,avg,RFID,11.44
2,2,1,2,id_2770,high,RFID,53.269999999999996
2,2,1,2,id_2771,high,RFID,58.56
2,2,1,2,id_2772,high,paper,10.88
2,2,1,2,id_2773,high,RFID,61.39
2,2,1,2,id_2774,high,RFID,52.78
2,2,1,2,id_2775,high,RFID,64.81
2,2,1,2,id_2776,high,RFID,56.52
2,2,1,2,id_2777,high,paper,10.42
2,2,1,2,id_2778,high,paper,10.93
2,2,1,2,id_2779,high,RFID,62.06
2,2,1,2,id_278,avg,paper,16.27
2,2,1,2,id_2780,high,paper,21.62
2,2,1,2,id_2781,high,RFID,63.01
2,2,1,2,id_2782,high,paper,10.92
2,2,1,2,id_2783,high,RFID,67.02000000000001
2,2,1,2,id_2784,high,RFID,51.42
2,2,1,2,id_2785,high,RFID,67.47
2,2,1,2,id_2786,high,paper,18.52
2,2,1,2,id_2787,high,RFID,61.92
2,2,1,2,id_2788,high,RFID,69.77
2,2,1,2,id_2789,high,RFID,62.470000000000006
2,2,1,2,id_279,avg,RFID,9.49
2,2,1,2,id_2790,high,RFID,70.11
2,2,1,2,id_2791,high,RFID,75.69
2,2,1,2,id_2792,high,RFID,77.35000000000001
2,2,1,2,id_2793,high,paper,13.7
2,2,1,2,id_2794,high,paper,25.29
2,2,1,2,id_2795,high,RFID,65.02
2,2,1,2,id_2796,high,paper,14.39
2,2,1,2,id_2797,high,RFID,64.5
2,2,1,2,id_2798,high,paper,25.259999999999998
2,2,1,2,id_2799,high,RFID,70.69
2,2,1,2,id_28,low,paper,10.51
2,2,1,2,id_280,avg,RFID,7.35
2,2,1,2,id_2800,high,paper,39.91
2,2,1,2,id_2801,high,paper,46.79
2,2,1,2,id_2802,high,RFID,66.55
2,2,1,2,id_2803,high,RFID,70.31
2,2,1,2,id_2804,high,RFID,68.35
2,2,1,2,id_2805,high,RFID,72.73
2,2,1,2,id_2806,high,RFID,68.05
2,2,1,2,id_2807,high,paper,13.88
2,2,1,2,id_2808,high,RFID,71.08
2,2,1,2,id_2809,high,RFID,67.57
2,2,1,2,id_281,avg,paper,15.46
2,2,1,2,id_2810,high,RFID,76.02
2,2,1,2,id_2811,high,paper,16.33
2,2,1,2,id_2812,high,RFID,65.28999999999999
2,2,1,2,id_2813,high,RFID,74.55
2,2,1,2,id_2814,high,RFID,69.89
2,2,1,2,id_2815,high,RFID,78.07
2,2,1,2,id_2816,high,RFID,74.58
2,2,1,2,id_2817,high,RFID,80.92
2,2,1,2,id_2818,high,RFID,79.85000000000001
2,2,1,2,id_2819,high,RFID,81.05
2,2,1,2,id_282,avg,RFID,11.12
2,2,1,2,id_2820,high,RFID,83.14999999999999
2,2,1,2,id_2821,high,RFID,85.71
2,2,1,2,id_2822,high,RFID,86.21000000000001
2,2,1,2,id_2823,high,paper,12.15
2,2,1,2,id_2824,high,paper,10.87
2,2,1,2,id_2825,high,paper,25.759999999999998
2,2,1,2,id_2826,high,RFID,80.35000000000001
2,2,1,2,id_2827,high,paper,18.54
2,2,1,2,id_2828,high,RFID,83.35999999999999
2,2,1,2,id_2829,high,RFID,84.21
2,2,1,2,id_283,avg,paper,12.04
2,2,1,2,id_2830,high,RFID,124.63
2,2,1,2,id_2831,high,RFID,94.05
2,2,1,2,id_2832,high,RFID,128.41
2,2,1,2,id_2833,high,RFID,129.49
2,2,1,2,id_2834,high,RFID,135.67
2,2,1,2,id_2835,high,paper,17.240000000000002
2,2,1,2,id_2836,high,RFID,138.47
2,2,1,2,id_2837,high,RFID,130.55
2,2,1,2,id_2838,high,RFID,139.19
2,2,1,2,id_2839,high,RFID,130.55
2,2,1,2,id_284,avg,RFID,38.03
2,2,1,2,id_2840,high,RFID,138.77
2,2,1,2,id_2841,high,RFID,135.18
2,2,1,2,id_2842,high,RFID,143.2
2,2,1,2,id_2843,high,RFID,133.79999999999998
2,2,1,2,id_2844,high,paper,15.63
2,2,1,2,id_2845,high,RFID,140.09
2,2,1,2,id_2846,high,RFID,139.41
2,2,1,2,id_2847,high,RFID,148.72
2,2,1,2,id_2848,high,RFID,144.29
2,2,1,2,id_2849,high,RFID,151.64999999999998
2,2,1,2,id_285,avg,RFID,10.48
2,2,1,2,id_2850,high,RFID,151.22
2,2,1,2,id_2851,high,paper,11.950000000000001
2,2,1,2,id_2852,high,RFID,159.32999999999998
2,2,1,2,id_2853,high,RFID,151.86
2,2,1,2,id_2854,high,RFID,156.33
2,2,1,2,id_2855,high,RFID,154.5
2,2,1,2,id_2856,high,RFID,162.46
2,2,1,2,id_2857,high,RFID,157.25
2,2,1,2,id_2858,high,RFID,162.22
2,2,1,2,id_2859,high,RFID,161.24
2,2,1,2,id_286,avg,RFID,28.470000000000002
2,2,1,2,id_2860,high,RFID,170.56
2,2,1,2,id_2861,high,RFID,166.14
2,2,1,2,id_2862,high,RFID,179.22
2,2,1,2,id_2863,high,RFID,176.98999999999998
2,2,1,2,id_2864,high,RFID,182.66
2,2,1,2,id_2865,high,RFID,176.84
2,2,1,2,id_2866,high,RFID,191.29
2,2,1,2,id_2867,high,RFID,198.24
2,2,1,2,id_2868,high,RFID,213.16000000000003
2,2,1,2,id_2869,high,RFID,222.1
2,2,1,2,id_287,avg,RFID,10.74
2,2,1,2,id_2870,high,RFID,199.53
2,2,1,2,id_2871,high,paper,12.98
2,2,1,2,id_2872,high,paper,22.14
2,2,1,2,id_2873,high,RFID,195.07999999999998
2,2,1,2,id_2874,high,RFID,202.11
2,2,1,2,id_2875,high,RFID,214.19000000000003
2,2,1,2,id_2876,high,paper,10.03
2,2,1,2,id_2877,high,paper,20.11
2,2,1,2,id_2878,high,RFID,219.38
2,2,1,2,id_2879,high,paper,24.73
2,2,1,2,id_288,avg,RFID,10.73
2,2,1,2,id_2880,high,RFID,201.78
2,2,1,2,id_2881,high,RFID,219.57999999999998
2,2,1,2,id_2882,high,RFID,205.47
2,2,1,2,id_2883,high,RFID,205.71
2,2,1,2,id_2884,high,RFID,219.88
2,2,1,2,id_2885,high,paper,26.990000000000002
2,2,1,2,id_2886,high,RFID,223.67000000000002
2,2,1,2,id_2887,high,RFID,227.20000000000002
2,2,1,2,id_2888,high,RFID,204.55
2,2,1,2,id_2889,high,RFID,230.42000000000002
2,2,1,2,id_289,avg,RFID,17.0
2,2,1,2,id_2890,high,RFID,241.98999999999998
2,2,1,2,id_2891,high,RFID,209.59
2,2,1,2,id_2892,high,paper,12.4
2,2,1,2,id_2893,high,RFID,211.79000000000002
2,2,1,2,id_2894,high,RFID,218.75
2,2,1,2,id_2895,high,RFID,234.94
2,2,1,2,id_2896,high,paper,11.49
2,2,1,2,id_2897,high,RFID,238.04000000000002
2,2,1,2,id_2898,high,paper,16.52
2,2,1,2,id_2899,high,RFID,237.62
2,2,1,2,id_29,low,RFID,8.84
2,2,1,2,id_290,avg,paper,12.35
2,2,1,2,id_2900,high,RFID,209.95999999999998
2,2,1,2,id_2901,high,RFID,218.52
2,2,1,2,id_2902,high,RFID,241.77
2,2,1,2,id_2903,high,RFID,223.97
2,2,1,2,id_2904,high,paper,33.14
2,2,1,2,id_2905,high,RFID,229.57999999999998
2,2,1,2,id_2906,high,RFID,242.48000000000002
2,2,1,2,id_2907,high,RFID,246.9
2,2,1,2,id_2908,high,RFID,251.01
2,2,1,2,id_2909,high,paper,37.89
2,2,1,2,id_291,avg,RFID,10.17
2,2,1,2,id_2910,high,paper,13.13
2,2,1,2,id_2911,high,RFID,223.56
2,2,1,2,id_2912,high,RFID,226.69
2,2,1,2,id_2913,high,RFID,251.73
2,2,1,2,id_2914,high,RFID,233.47
2,2,1,2,id_2915,high,paper,19.47
2,2,1,2,id_2916,high,paper,34.769999999999996
2,2,1,2,id_2917,high,paper,36.74
2,2,1,2,id_2918,high,RFID,250.68
2,2,1,2,id_2919,high,RFID,234.87
2,2,1,2,id_292,avg,RFID,8.1
2,2,1,2,id_2920,high,RFID,256.65000000000003
2,2,1,2,id_2921,high,paper,50.64
2,2,1,2,id_2922,high,paper,63.66
2,2,1,2,id_2923,high,paper,42.44
2,2,1,2,id_2924,high,RFID,256.0
2,2,1,2,id_2925,high,RFID,235.4
2,2,1,2,id_2926,high,RFID,257.46
2,2,1,2,id_2927,high,RFID,235.07999999999998
2,2,1,2,id_2928,high,RFID,271.68
2,2,1,2,id_2929,high,RFID,261.06
2,2,1,2,id_293,avg,paper,13.56
2,2,1,2,id_2930,high,RFID,264.92
2,2,1,2,id_2931,high,RFID,276.71
2,2,1,2,id_2932,high,RFID,271.0
2,2,1,2,id_2933,high,paper,36.910000000000004
2,2,1,2,id_2934,high,RFID,281.24
2,2,1,2,id_2935,high,RFID,271.95
2,2,1,2,id_2936,high,paper,44.34
2,2,1,2,id_2937,high,RFID,280.99
2,2,1,2,id_2938,high,RFID,271.51
2,2,1,2,id_2939,high,RFID,283.42
2,2,1,2,id_294,avg,RFID,6.78
2,2,1,2,id_2940,high,paper,30.9
2,2,1,2,id_2941,high,paper,40.15
2,2,1,2,id_2942,high,RFID,286.55
2,2,1,2,id_2943,high,RFID,268.06
2,2,1,2,id_2944,high,RFID,294.52000000000004
2,2,1,2,id_2945,high,RFID,269.58000000000004
2,2,1,2,id_2946,high,RFID,277.93
2,2,1,2,id_2947,high,RFID,294.14000000000004
2,2,1,2,id_2948,high,RFID,280.90000000000003
2,2,1,2,id_2949,high,RFID,302.08000000000004
2,2,1,2,id_295,avg,paper,14.62
2,2,1,2,id_2950,high,RFID,285.95
2,2,1,2,id_2951,high,RFID,304.96
2,2,1,2,id_2952,high,paper,25.520000000000003
2,2,1,2,id_2953,high,paper,38.89
2,2,1,2,id_2954,high,RFID,289.66
2,2,1,2,id_2955,high,paper,20.759999999999998
2,2,1,2,id_2956,high,paper,36.35
2,2,1,2,id_2957,high,RFID,300.78000000000003
2,2,1,2,id_2958,high,RFID,304.24
2,2,1,2,id_2959,high,paper,41.629999999999995
2,2,1,2,id_296,avg,RFID,11.56
2,2,1,2,id_2960,high,RFID,308.6
2,2,1,2,id_2961,high,paper,35.6
2,2,1,2,id_2962,high,RFID,279.58000000000004
2,2,1,2,id_2963,high,paper,42.739999999999995
2,2,1,2,id_2964,high,RFID,307.58000000000004
2,2,1,2,id_2965,high,RFID,315.0
2,2,1,2,id_2966,high,paper,37.89
2,2,1,2,id_2967,high,RFID,274.76
2,2,1,2,id_2968,high,RFID,320.19
2,2,1,2,id_2969,high,RFID,327.97999999999996
2,2,1,2,id_297,avg,RFID,11.26
2,2,1,2,id_2970,high,RFID,280.55
2,2,1,2,id_2971,high,RFID,331.16
2,2,1,2,id_2972,high,RFID,283.4
2,2,1,2,id_2973,high,RFID,338.07
2,2,1,2,id_2974,high,RFID,344.88
2,2,1,2,id_2975,high,RFID,286.34999999999997
2,2,1,2,id_2976,high,paper,32.120000000000005
2,2,1,2,id_2977,high,RFID,296.27
2,2,1,2,id_2978,high,RFID,353.65999999999997
2,2,1,2,id_2979,high,paper,29.1
2,2,1,2,id_298,avg,RFID,12.45
2,2,1,2,id_2980,high,RFID,300.53000000000003
2,2,1,2,id_2981,high,RFID,304.2
2,2,1,2,id_2982,high,RFID,350.95
2,2,1,2,id_2983,high,RFID,357.95
2,2,1,2,id_2984,high,paper,33.209999999999994
2,2,1,2,id_2985,high,paper,23.18
2,2,1,2,id_2986,high,RFID,298.66
2,2,1,2,id_2987,high,RFID,357.41
2,2,1,2,id_2988,high,RFID,304.53000000000003
2,2,1,2,id_2989,high,RFID,357.41999999999996
2,2,1,2,id_299,avg,paper,10.62
2,2,1,2,id_2990,high,RFID,311.37
2,2,1,2,id_2991,high,paper,26.8
2,2,1,2,id_2992,high,RFID,312.68
2,2,1,2,id_2993,high,paper,24.67
2,2,1,2,id_2994,high,paper,38.52
2,2,1,2,id_2995,high,RFID,357.84999999999997
2,2,1,2,id_2996,high,RFID,320.68
2,2,1,2,id_2997,high,RFID,356.71
2,2,1,2,id_2998,high,paper,19.689999999999998
2,2,1,2,id_2999,high,RFID,359.46999999999997
2,2,1,2,id_3,low,RFID,5.71
2,2,1,2,id_30,low,RFID,10.23
2,2,1,2,id_300,avg,RFID,9.23
2,2,1,2,id_3000,high,RFID,314.08000000000004
2,2,1,2,id_3001,high,paper,18.94
2,2,1,2,id_3002,high,paper,28.259999999999998
2,2,1,2,id_3003,high,RFID,314.20000000000005
2,2,1,2,id_3004,high,RFID,354.81
2,2,1,2,id_3005,high,RFID,358.93
2,2,1,2,id_3006,high,RFID,365.22999999999996
2,2,1,2,id_3007,high,paper,22.299999999999997
2,2,1,2,id_3008,high,RFID,315.59000000000003
2,2,1,2,id_3009,high,RFID,320.74
2,2,1,2,id_301,avg,RFID,5.47
2,2,1,2,id_3010,high,RFID,366.33000000000004
2,2,1,2,id_3011,high,paper,32.879999999999995
2,2,1,2,id_3012,high,RFID,325.93
2,2,1,2,id_3013,high,RFID,369.4
2,2,1,2,id_3014,high,RFID,329.93
2,2,1,2,id_3015,high,RFID,370.39
2,2,1,2,id_3016,high,paper,16.55
2,2,1,2,id_3017,high,RFID,332.49
2,2,1,2,id_3018,high,RFID,372.51
2,2,1,2,id_3019,high,RFID,338.65
2,2,1,2,id_302,avg,RFID,10.56
2,2,1,2,id_3020,high,RFID,349.56
2,2,1,2,id_3021,high,RFID,373.94
2,2,1,2,id_3022,high,RFID,356.2
2,2,1,2,id_3023,high,RFID,373.77
2,2,1,2,id_3024,high,RFID,378.82
2,2,1,2,id_3025,high,RFID,360.38
2,2,1,2,id_3026,high,RFID,386.33
2,2,1,2,id_3027,high,RFID,362.35
2,2,1,2,id_3028,high,paper,11.1
2,2,1,2,id_3029,high,RFID,368.4
2,2,1,2,id_303,avg,RFID,9.77
2,2,1,2,id_3030,high,RFID,386.14
2,2,1,2,id_3031,high,RFID,390.2
2,2,1,2,id_3032,high,RFID,368.92999999999995
2,2,1,2,id_3033,high,RFID,375.03
2,2,1,2,id_3034,high,RFID,391.13
2,2,1,2,id_3035,high,paper,17.48
2,2,1,2,id_3036,high,paper,10.76
2,2,1,2,id_3037,high,RFID,379.63
2,2,1,2,id_3038,high,RFID,384.11
2,2,1,2,id_3039,high,paper,24.58
2,2,1,2,id_304,avg,RFID,11.64
2,2,1,2,id_3040,high,RFID,388.77000000000004
2,2,1,2,id_3041,high,RFID,395.93
2,2,1,2,id_3042,high,RFID,382.47999999999996
2,2,1,2,id_3043,high,RFID,404.88
2,2,1,2,id_3044,high,paper,11.43
2,2,1,2,id_3045,high,RFID,383.15999999999997
2,2,1,2,id_3046,high,RFID,387.55999999999995
2,2,1,2,id_3047,high,RFID,391.62
2,2,1,2,id_3048,high,RFID,400.24
2,2,1,2,id_3049,high,RFID,398.53
2,2,1,2,id_305,avg,paper,11.57
2,2,1,2,id_3050,high,RFID,399.63
2,2,1,2,id_3051,high,paper,13.24
2,2,1,2,id_3052,high,paper,16.41
2,2,1,2,id_3053,high,RFID,394.12
2,2,1,2,id_3054,high,paper,27.979999999999997
2,2,1,2,id_3055,high,paper,16.84
2,2,1,2,id_3056,high,RFID,395.21000000000004
2,2,1,2,id_3057,high,RFID,402.54999999999995
2,2,1,2,id_3058,high,RFID,408.54999999999995
2,2,1,2,id_3059,high,RFID,387.08
2,2,1,2,id_306,avg,paper,11.69
2,2,1,2,id_3060,high,RFID,394.5
2,2,1,2,id_3061,high,RFID,412.48
2,2,1,2,id_3062,high,RFID,420.65999999999997
2,2,1,2,id_3063,high,RFID,396.47
2,2,1,2,id_3064,high,RFID,428.32000000000005
2,2,1,2,id_3065,high,RFID,433.92
2,2,1,2,id_3066,high,paper,14.85
2,2,1,2,id_3067,high,RFID,394.96000000000004
2,2,1,2,id_3068,high,RFID,404.07
2,2,1,2,id_3069,high,RFID,412.08
2,2,1,2,id_307,avg,RFID,11.33
2,2,1,2,id_3070,high,RFID,432.03000000000003
2,2,1,2,id_3071,high,paper,16.28
2,2,1,2,id_3072,high,paper,19.11
2,2,1,2,id_3073,high,RFID,437.44
2,2,1,2,id_3074,high,paper,26.43
2,2,1,2,id_3075,high,RFID,404.16
2,2,1,2,id_3076,high,RFID,439.7
2,2,1,2,id_3077,high,paper,25.009999999999998
2,2,1,2,id_3078,high,RFID,403.07
2,2,1,2,id_3079,high,paper,22.9
2,2,1,2,id_308,avg,RFID,13.15
2,2,1,2,id_3080,high,RFID,435.15000000000003
2,2,1,2,id_3081,high,RFID,405.55
2,2,1,2,id_3082,high,paper,21.52
2,2,1,2,id_3083,high,RFID,412.5
2,2,1,2,id_3084,high,paper,19.689999999999998
2,2,1,2,id_3085,high,paper,28.799999999999997
2,2,1,2,id_3086,high,RFID,430.5
2,2,1,2,id_3087,high,RFID,411.19
2,2,1,2,id_3088,high,RFID,435.73
2,2,1,2,id_3089,high,paper,27.08
2,2,1,2,id_309,avg,RFID,16.66
2,2,1,2,id_3090,high,RFID,438.05
2,2,1,2,id_3091,high,RFID,415.71999999999997
2,2,1,2,id_3092,high,paper,36.05
2,2,1,2,id_3093,high,RFID,443.89
2,2,1,2,id_3094,high,paper,33.23
2,2,1,2,id_3095,high,RFID,445.46
2,2,1,2,id_3096,high,RFID,415.46000000000004
2,2,1,2,id_3097,high,paper,40.55
2,2,1,2,id_3098,high,RFID,423.33000000000004
2,2,1,2,id_3099,high,RFID,450.59
2,2,1,2,id_31,low,RFID,11.33
2,2,1,2,id_310,avg,RFID,7.3
2,2,1,2,id_3100,high,RFID,429.76
2,2,1,2,id_3101,high,paper,42.76
2,2,1,2,id_3102,high,RFID,433.63
2,2,1,2,id_3103,high,RFID,449.12
2,2,1,2,id_3104,high,RFID,452.94
2,2,1,2,id_3105,high,RFID,428.35
2,2,1,2,id_3106,high,RFID,432.90000000000003
2,2,1,2,id_3107,high,paper,36.31
2,2,1,2,id_3108,high,RFID,449.72999999999996
2,2,1,2,id_3109,high,RFID,458.89
2,2,1,2,id_311,avg,RFID,7.44
2,2,1,2,id_3110,high,RFID,435.74
2,2,1,2,id_3111,high,paper,20.86
2,2,1,2,id_3112,high,RFID,457.91
2,2,1,2,id_3113,high,paper,32.33
2,2,1,2,id_3114,high,RFID,428.88
2,2,1,2,id_3115,high,RFID,432.55
2,2,1,2,id_3116,high,RFID,437.77000000000004
2,2,1,2,id_3117,high,RFID,454.22
2,2,1,2,id_3118,high,RFID,461.57
2,2,1,2,id_3119,high,RFID,465.32
2,2,1,2,id_312,avg,paper,16.75
2,2,1,2,id_3120,high,RFID,437.61
2,2,1,2,id_3121,high,RFID,443.11
2,2,1,2,id_3122,high,RFID,468.99
2,2,1,2,id_3123,high,RFID,474.09000000000003
2,2,1,2,id_3124,high,RFID,442.40000000000003
2,2,1,2,id_3125,high,RFID,478.48
2,2,1,2,id_3126,high,RFID,444.46999999999997
2,2,1,2,id_3127,high,RFID,481.54999999999995
2,2,1,2,id_3128,high,RFID,444.55
2,2,1,2,id_3129,high,RFID,450.84
2,2,1,2,id_313,avg,RFID,5.56
2,2,1,2,id_3130,high,RFID,483.15999999999997
2,2,1,2,id_3131,high,paper,13.46
2,2,1,2,id_3132,high,RFID,453.83
2,2,1,2,id_3133,high,RFID,486.69
2,2,1,2,id_3134,high,paper,17.44
2,2,1,2,id_3135,high,RFID,489.46999999999997
2,2,1,2,id_3136,high,RFID,489.31
2,2,1,2,id_3137,high,paper,15.42
2,2,1,2,id_3138,high,RFID,437.56
2,2,1,2,id_3139,high,RFID,442.55
2,2,1,2,id_314,avg,RFID,11.72
2,2,1,2,id_3140,high,RFID,451.09999999999997
2,2,1,2,id_3141,high,paper,14.09
2,2,1,2,id_3142,high,RFID,468.75
2,2,1,2,id_3143,high,RFID,443.94
2,2,1,2,id_3144,high,RFID,470.22
2,2,1,2,id_3145,high,RFID,476.99
2,2,1,2,id_3146,high,RFID,447.28000000000003
2,2,1,2,id_3147,high,RFID,478.16
2,2,1,2,id_3148,high,RFID,448.06
2,2,1,2,id_3149,high,RFID,480.21
2,2,1,2,id_315,avg,RFID,13.09
2,2,1,2,id_3150,high,RFID,454.75
2,2,1,2,id_3151,high,RFID,486.42
2,2,1,2,id_3152,high,RFID,462.84000000000003
2,2,1,2,id_3153,high,RFID,466.46
2,2,1,2,id_3154,high,RFID,491.32
2,2,1,2,id_3155,high,RFID,497.65999999999997
2,2,1,2,id_3156,high,paper,13.1
2,2,1,2,id_3157,high,RFID,471.63
2,2,1,2,id_3158,high,RFID,500.22
2,2,1,2,id_3159,high,RFID,475.82
2,2,1,2,id_316,avg,RFID,14.629999999999999
2,2,1,2,id_3160,high,paper,17.71
2,2,1,2,id_3161,high,RFID,508.38
2,2,1,2,id_3162,high,paper,15.19
